btr_pwr,btr_life,mhz,cores,frontcam,backcam,px_h,px_w,cm_h,cm_w,rom,ram,thick,weight,dual_sim,bt,touch,wifi,4g,3g,class
688,8,2.5,5,9,20,376,1957,12,7,40,1382,0.2,109,0,1,1,0,0,0,1
514,16,2.9,2,5,8,1083,1492,13,7,18,980,0.7,141,1,1,0,1,0,0,0
1933,18,2.8,3,1,9,229,1473,14,2,16,838,0.5,154,1,0,1,0,0,0,0
915,9,2.0,3,8,20,875,1316,11,6,31,378,0.3,91,0,0,1,0,1,1,0
1006,7,2.2,4,4,8,35,991,18,4,22,909,0.8,135,1,0,0,1,1,1,0
1134,19,0.9,4,2,19,18,903,17,8,13,3632,0.4,92,0,1,1,0,1,1,3
599,7,2.9,8,0,1,103,646,5,3,64,3396,0.3,186,0,1,0,0,1,1,2
973,16,0.5,5,5,7,105,588,13,10,53,1861,0.5,196,1,0,1,0,0,0,1
1180,19,2.5,6,0,1,168,540,7,5,27,348,0.1,90,0,1,1,1,1,1,0
1237,16,2.5,4,7,12,18,1004,11,8,13,2528,0.8,98,0,1,0,0,0,0,2
659,16,0.5,8,7,10,659,730,16,10,5,2190,0.3,169,1,0,1,0,1,1,1
1142,5,1.4,8,6,8,534,855,12,4,6,663,0.7,190,1,1,1,1,0,0,0
1002,19,2.7,6,16,18,285,512,10,7,11,961,0.4,185,1,0,0,1,1,1,0
1392,16,2.5,4,0,2,482,1098,8,1,44,1280,0.7,113,0,0,0,1,1,1,1
602,16,0.9,8,9,18,1571,1717,7,5,50,2189,0.9,141,0,0,1,0,0,0,2
1249,13,0.5,3,3,8,605,1193,18,10,55,531,0.8,140,0,1,1,1,1,1,0
531,20,0.5,4,0,3,158,1657,18,12,12,2331,0.5,121,1,1,0,1,1,1,1
1450,9,2.1,5,1,4,1573,1639,11,5,31,794,0.6,114,0,0,1,1,0,0,1
1342,11,2.8,1,1,8,127,620,7,2,50,2644,0.1,173,0,0,1,1,0,0,2
832,20,0.5,1,5,8,343,1431,15,4,22,1666,0.6,198,0,1,1,1,1,1,1
867,18,1.5,4,0,0,289,724,8,6,57,2157,0.1,159,0,1,0,0,1,1,1
1404,5,2.1,1,16,20,1703,1880,10,6,44,1196,0.9,151,0,0,0,1,0,0,1
840,19,0.9,6,6,7,1482,1591,10,8,33,2072,0.7,150,1,0,1,0,0,0,2
1368,14,0.5,1,10,20,907,925,12,0,42,1590,0.2,91,0,0,0,0,1,1,1
1927,18,0.9,8,3,12,491,1506,16,11,11,2916,0.4,190,1,0,1,1,0,0,3
1714,19,0.5,2,7,10,287,627,5,1,31,3707,0.4,120,1,0,0,1,0,0,3
1201,3,0.5,6,1,5,1151,1723,11,4,10,726,0.4,198,0,1,1,0,1,1,0
1796,4,2.3,2,4,11,1024,1363,17,7,44,3577,0.9,184,0,1,1,0,0,1,3
1147,15,0.8,6,11,13,1085,1134,18,3,28,2627,0.7,158,1,0,0,1,0,1,2
776,7,1.7,4,0,9,991,1803,15,11,20,685,1.0,146,0,1,1,1,1,1,0
510,5,2.6,6,0,10,1052,1897,6,2,33,1693,0.1,110,0,0,1,0,0,0,1
1045,12,1.2,6,3,7,1078,1564,11,8,40,2137,0.1,175,1,1,0,1,1,1,2
1497,3,0.9,8,4,20,98,977,9,0,10,3696,0.1,153,1,1,0,1,1,1,3
1425,9,0.6,3,0,2,396,1648,10,3,33,3771,0.5,89,0,1,0,1,1,1,3
726,4,2.2,4,0,20,323,978,16,11,40,1342,0.8,94,0,0,1,1,1,1,0
1576,16,2.0,3,0,0,410,1551,17,1,20,1379,0.6,148,0,1,0,1,1,1,1
714,19,2.1,3,5,6,1750,1857,15,12,11,1164,0.1,197,1,1,1,0,1,1,1
1595,6,1.9,1,1,20,1475,1988,18,13,63,908,0.9,88,1,0,0,1,0,0,1
541,15,1.0,4,0,0,1836,1873,19,9,10,1019,0.4,127,0,0,1,0,1,1,1
1617,18,2.6,6,14,20,283,676,13,1,29,3685,0.9,113,0,1,0,0,0,0,3
1154,12,1.1,1,2,13,539,1240,12,0,5,1470,0.2,98,1,0,0,0,1,1,1
1638,9,1.0,1,6,11,440,563,19,9,2,2299,0.2,189,0,0,1,1,0,1,2
1150,11,2.7,8,0,1,397,800,6,2,39,999,0.4,151,0,1,1,0,0,1,0
1254,12,2.3,1,0,10,204,1021,7,4,44,3011,0.2,149,0,1,1,0,1,1,2
1806,6,2.0,1,2,11,347,727,13,0,54,3142,0.1,117,1,1,0,1,1,1,3
603,19,1.5,6,8,20,1003,1284,7,5,12,1543,0.7,114,0,0,1,0,0,1,1
1834,16,2.1,4,7,11,0,1987,13,0,40,3692,0.1,99,0,0,1,0,1,1,3
520,17,2.3,6,0,14,264,519,13,7,31,2753,0.8,145,0,0,0,1,1,1,1
565,6,0.6,2,1,8,543,703,13,6,50,2156,0.1,158,1,0,1,1,0,1,1
1689,3,0.5,5,11,15,467,675,8,4,9,2637,0.5,150,0,1,0,0,0,1,2
742,7,2.3,8,0,1,875,925,11,8,21,331,0.7,104,0,1,0,0,0,1,0
1143,16,1.2,3,1,6,1116,1724,12,5,22,1214,1.0,125,1,0,1,0,1,1,1
761,15,0.5,7,9,15,1325,1945,19,3,3,2248,0.8,196,0,1,1,1,0,1,2
959,8,1.3,5,0,14,1313,1331,19,1,36,3073,0.4,196,1,1,1,1,0,1,3
772,15,1.2,7,7,8,552,1802,7,6,8,422,0.6,134,1,1,0,0,1,1,0
1015,2,0.8,3,5,14,335,679,5,1,12,2293,0.5,102,0,1,1,0,0,0,1
1824,19,1.9,1,9,14,50,1105,12,2,2,3958,0.7,103,1,1,1,0,1,1,3
1130,10,0.5,1,1,14,593,1327,6,1,29,432,0.7,130,1,1,1,1,1,1,0
1183,3,0.5,8,3,12,268,1010,8,3,48,1152,0.1,120,1,1,0,0,1,1,0
574,2,2.0,6,0,2,382,1364,8,4,26,1303,0.5,118,1,1,0,1,1,1,0
1472,11,3.0,2,4,6,443,892,6,1,20,797,0.3,169,0,0,1,0,1,1,0
1868,17,0.5,8,2,17,576,884,8,2,40,298,0.9,179,0,1,1,0,1,1,0
1375,12,2.9,6,2,7,596,679,8,0,20,3847,0.4,147,0,0,0,1,0,1,3
881,6,1.0,3,1,6,115,636,18,9,64,2110,0.5,160,0,0,1,1,0,1,1
1742,3,0.5,3,5,7,356,1407,9,2,43,1921,0.9,176,1,1,1,0,1,1,2
1225,6,0.7,2,6,15,10,1567,17,11,60,2423,0.1,107,1,0,0,0,0,1,2
1970,20,0.5,2,0,0,1399,1684,15,9,15,1658,1.0,132,1,1,1,1,1,1,2
1186,7,0.5,8,2,4,68,584,17,8,21,2361,0.4,160,1,1,0,0,0,1,1
1762,14,0.7,4,7,10,643,790,14,5,60,1380,0.1,157,0,0,0,0,0,1,1
1731,4,1.4,6,4,18,809,1988,5,1,4,3892,0.5,163,1,1,1,1,1,1,3
852,20,1.8,5,5,9,683,1349,7,6,8,315,0.8,160,1,0,0,0,1,1,0
848,19,1.5,4,4,16,56,527,10,2,36,2289,0.3,151,1,1,1,1,1,1,1
1575,17,2.5,7,0,20,492,818,7,3,11,2182,0.2,185,1,0,1,0,1,1,2
1554,20,2.8,6,7,18,699,1492,13,9,23,2184,0.1,105,1,0,0,1,0,1,2
1972,11,1.6,8,0,2,290,804,7,2,48,2872,0.5,92,0,1,0,1,0,1,3
827,15,0.6,6,9,17,23,826,5,3,35,2367,0.2,87,1,1,0,1,1,1,1
1063,20,1.5,4,7,10,394,849,12,10,3,1919,0.9,155,0,0,1,0,0,1,1
1695,14,2.3,5,1,10,713,1742,17,6,34,3296,0.4,84,1,0,0,0,0,0,3
1343,11,2.4,8,5,10,1063,1205,18,7,14,462,0.9,81,1,0,1,1,1,1,0
834,20,0.5,1,2,16,1421,1463,11,9,27,1591,0.2,123,0,0,1,0,1,1,1
595,2,2.6,2,0,18,623,816,19,11,20,1593,0.4,122,0,0,0,1,1,1,0
1081,7,1.9,7,13,17,83,816,7,4,42,2456,0.1,101,1,1,0,0,1,1,1
911,11,1.4,4,3,4,1563,1692,16,3,14,2933,0.7,199,1,0,1,0,0,0,3
844,7,2.2,7,1,2,777,1995,14,11,22,3154,0.9,197,1,0,0,0,1,1,3
1335,9,3.0,2,3,4,83,559,5,2,60,3615,0.8,180,0,1,0,0,0,1,3
1883,3,1.6,1,9,16,203,915,17,10,24,3563,0.1,87,0,0,0,0,0,0,3
1128,19,0.5,8,6,7,938,1226,17,15,33,1440,0.6,147,1,1,0,0,0,1,1
826,5,2.4,2,14,17,1077,1183,15,14,57,1907,0.6,117,1,1,0,0,1,1,1
1650,2,2.3,1,0,1,773,881,14,10,38,324,0.7,89,0,0,1,1,1,1,0
1162,15,1.0,4,0,10,332,866,10,3,50,1404,0.5,104,0,0,1,1,0,1,1
1517,12,2.5,4,2,18,570,1645,18,16,8,2738,0.8,169,0,0,0,0,1,1,2
963,16,0.5,3,1,3,742,821,12,6,60,2722,0.8,156,0,0,0,0,1,1,2
1837,20,1.0,8,5,6,1420,1539,8,7,12,2294,0.9,103,1,0,0,1,1,1,3
1028,13,2.8,1,1,10,1801,1923,18,4,30,1424,0.1,193,0,1,0,1,1,1,1
1831,10,2.2,8,4,9,1693,1790,14,3,55,1133,1.0,189,1,1,1,0,0,0,1
571,11,2.0,6,5,11,31,1536,19,10,58,555,0.6,101,1,1,0,1,1,1,0
1770,14,2.3,6,0,5,1098,1373,13,10,9,3785,0.6,183,0,1,0,1,0,1,3
970,12,1.3,7,5,19,1765,1786,12,0,59,3675,0.2,84,1,1,0,0,0,0,3
642,2,0.5,5,0,10,887,1775,9,2,38,435,0.8,86,0,1,1,0,1,1,0
622,4,1.9,8,12,14,760,1964,5,0,11,3183,0.8,193,1,1,1,1,0,1,2
600,7,1.8,2,9,15,486,1032,17,4,6,3495,0.8,199,0,1,1,0,1,1,2
1412,18,0.6,3,9,10,2,660,15,10,57,1853,0.2,86,0,0,0,1,0,0,1
733,19,0.8,4,7,12,202,1787,12,0,16,2648,0.4,138,0,0,1,0,0,1,2
1070,20,3.0,7,9,16,90,1614,14,13,19,2647,0.8,160,0,1,1,0,0,0,2
875,15,0.7,8,1,8,469,853,19,15,30,702,0.7,146,1,1,1,1,0,1,0
1994,18,0.7,2,5,7,86,1546,12,11,5,1836,0.4,189,0,1,0,0,0,1,2
823,9,1.0,5,9,16,1180,1350,13,10,18,3894,0.2,182,1,0,1,0,1,1,3
1908,17,0.5,2,9,19,140,1046,19,17,30,2944,1.0,111,0,0,0,1,1,1,3
790,9,0.5,8,7,8,1100,1437,13,11,44,3424,0.1,89,1,0,1,0,1,1,3
1330,14,1.8,1,1,5,194,892,9,4,40,2678,0.5,177,1,1,1,1,0,1,2
1660,9,0.5,8,2,8,440,569,12,5,15,2424,0.7,100,0,0,1,0,1,1,2
1776,12,2.2,6,2,16,1563,1803,15,10,20,2671,0.9,82,0,0,1,1,0,0,3
1611,6,0.5,1,4,10,163,1011,15,2,27,3078,0.9,199,1,0,0,1,1,1,2
1410,18,0.5,3,0,1,192,1311,18,4,15,2304,0.3,92,1,1,1,0,1,1,2
1772,17,1.6,2,17,18,837,1405,6,1,45,1146,0.5,159,0,1,1,0,1,1,1
1280,2,1.3,7,0,1,356,588,6,4,39,2335,1.0,108,0,1,0,1,1,1,1
1712,15,0.9,7,2,19,155,663,5,0,23,1422,1.0,155,1,1,1,0,0,1,1
1562,3,0.7,8,0,1,1032,1776,15,3,55,2096,0.1,140,0,1,0,0,0,0,2
891,4,1.9,6,1,3,40,1435,17,16,18,1303,0.1,153,1,0,1,1,1,1,0
1957,18,1.2,2,18,19,1194,1727,16,2,36,1115,0.8,151,1,0,0,1,1,1,1
1110,18,0.6,5,1,2,1179,1262,12,8,42,456,0.9,192,0,0,1,0,0,1,0
875,18,1.4,8,1,3,902,969,14,2,43,3396,0.6,104,1,1,0,0,1,1,3
1211,14,1.2,2,0,3,58,963,6,1,28,2750,0.3,130,0,1,1,0,0,0,2
769,20,0.5,4,12,19,1385,1780,15,8,54,941,0.2,112,1,0,0,1,1,1,0
671,2,2.9,6,7,19,614,1617,13,4,2,2278,0.1,95,0,0,0,0,1,1,2
1872,8,0.5,4,5,10,672,1088,8,4,26,2273,0.5,172,0,0,0,1,1,1,2
1076,2,2.3,5,0,0,1088,1718,17,16,14,2355,0.7,191,1,0,1,1,1,1,2
1325,2,1.9,1,2,10,499,695,17,10,50,2328,0.1,146,0,0,0,0,0,1,2
911,13,2.2,2,1,2,157,763,8,4,28,2638,0.5,182,1,1,1,1,1,1,1
1273,13,0.7,6,1,14,485,1399,8,5,23,558,0.6,178,0,1,0,0,0,1,0
1062,11,0.5,4,3,4,571,817,16,0,39,1345,0.9,124,0,0,0,1,1,1,0
1317,11,1.5,2,6,9,431,542,7,0,12,425,0.1,154,0,0,1,1,0,1,0
940,9,2.9,4,0,1,499,1090,15,13,16,2192,0.7,115,0,0,1,1,0,1,1
729,17,2.0,6,0,2,563,1055,19,15,14,3397,0.6,135,0,1,0,1,0,1,2
1494,17,2.4,7,6,17,944,1003,14,13,3,1208,0.9,93,0,0,1,0,1,1,1
1546,16,1.6,2,2,6,1138,1491,12,10,27,267,0.7,124,1,1,1,0,1,1,0
1253,8,0.7,4,0,10,161,647,7,3,34,3518,0.9,113,0,0,1,1,1,1,3
895,4,0.5,8,6,14,126,1575,7,0,16,3122,0.3,164,1,0,0,1,0,0,2
793,3,1.9,8,0,2,15,1196,11,9,43,1050,0.3,124,1,1,1,1,1,1,0
1628,12,1.8,2,11,13,500,1713,17,11,56,3358,0.1,136,1,1,1,1,0,1,3
625,17,2.7,8,2,3,203,1771,10,4,42,2929,0.8,138,1,0,0,0,0,1,2
1110,15,1.5,8,2,5,961,1950,9,7,12,624,0.3,153,0,0,0,0,1,1,0
999,8,1.7,1,6,17,608,1970,7,0,49,1598,0.6,132,0,0,1,0,0,0,1
1856,10,0.5,5,0,1,277,1155,17,6,24,2052,0.1,155,1,0,1,0,1,1,2
1715,4,2.6,6,9,20,114,1849,16,2,15,1249,0.6,120,1,0,1,0,1,1,1
1897,2,1.9,2,2,7,630,738,17,11,54,412,0.3,154,0,1,0,0,1,1,0
1202,3,2.4,2,0,1,404,1742,19,0,19,595,0.1,122,1,1,0,0,0,0,0
1171,8,1.7,7,2,19,248,755,6,5,19,263,0.3,167,1,1,0,0,0,0,0
964,5,2.0,8,0,0,225,1234,17,16,22,2577,0.7,86,0,0,1,0,1,1,2
1973,3,2.4,4,6,10,699,851,6,0,46,639,0.1,193,1,1,0,1,0,0,0
1992,10,0.6,1,11,14,649,895,10,9,2,3206,0.1,141,1,1,1,0,0,1,3
546,3,2.6,5,5,15,416,1658,7,2,26,1550,1.0,159,1,1,1,0,0,0,1
1093,6,0.5,2,1,12,1310,1420,12,0,31,1646,0.6,171,0,0,1,0,1,1,1
1880,15,2.0,4,11,14,930,1983,17,7,35,1930,0.1,200,0,1,1,0,0,0,2
1765,18,1.1,2,3,7,835,1175,6,5,11,3695,0.7,87,0,0,0,0,0,1,3
1640,10,0.5,8,1,11,664,1806,6,1,36,3235,0.9,87,1,0,0,1,1,1,3
1830,14,0.5,6,0,12,460,1583,8,7,7,2334,0.9,191,0,0,1,0,0,0,2
826,17,0.6,4,3,19,778,1615,17,4,62,1998,0.7,187,0,0,0,0,0,0,1
1864,10,2.2,1,0,2,225,1545,10,1,7,2258,0.1,142,0,0,0,0,1,1,2
586,7,0.6,7,16,17,785,1118,12,2,42,1869,0.3,121,0,1,1,1,1,1,1
1206,4,3.0,3,10,13,1581,1713,7,1,30,1825,0.6,127,1,0,0,1,1,1,2
832,14,0.5,5,1,2,9,1944,12,5,5,3946,0.1,165,1,1,1,1,1,1,3
848,15,2.8,7,1,3,7,1294,10,6,8,436,0.1,103,0,1,1,1,0,1,0
1851,8,2.9,6,0,2,174,1175,6,0,53,2678,0.7,112,0,0,0,0,0,1,2
1166,7,0.5,1,7,11,437,638,8,6,59,3887,0.5,80,0,1,0,1,0,1,3
1776,20,2.1,4,10,16,278,623,16,13,35,1813,0.1,172,1,1,1,1,0,1,1
1254,16,1.2,2,2,10,1288,1372,14,1,27,817,0.2,134,0,1,1,1,1,1,0
1494,9,1.6,1,4,17,979,1190,15,12,24,3614,0.2,101,1,0,0,0,1,1,3
984,16,2.2,8,0,18,56,1931,11,7,39,2013,0.5,119,1,1,1,0,1,1,1
1179,18,0.8,5,1,17,913,1429,8,7,5,543,0.9,154,0,1,0,1,0,0,0
513,13,1.9,8,8,13,282,710,16,6,27,3400,0.4,174,0,0,1,1,0,0,2
557,16,0.5,6,3,4,322,710,17,16,17,2623,0.2,89,1,0,0,0,0,0,1
744,19,1.7,4,0,2,1252,1963,9,3,33,2700,0.5,105,1,0,0,0,1,1,2
1129,13,0.8,2,9,10,1128,1702,11,0,21,1400,0.6,116,1,1,1,0,1,1,1
1148,11,2.3,5,0,20,606,688,10,7,58,3127,0.3,170,1,0,0,0,1,1,2
1793,6,2.7,5,12,17,655,1459,19,9,44,2803,0.7,175,0,0,1,1,1,1,3
1310,5,2.3,5,3,11,954,970,18,17,15,2518,0.2,150,1,0,1,1,0,0,2
1604,2,1.2,6,1,15,68,1042,7,2,6,3564,0.5,191,0,0,1,0,0,1,3
1676,4,1.6,1,2,3,134,1197,14,8,37,2515,0.2,145,0,0,0,1,0,1,2
1001,10,2.8,3,1,7,922,1836,13,9,40,3654,0.2,117,1,0,1,1,0,1,3
1086,18,2.7,8,0,19,1874,1976,17,1,24,3930,0.1,135,0,0,1,1,1,1,3
1986,17,0.5,7,7,19,251,599,11,8,39,3476,0.1,89,1,1,1,0,1,1,3
634,4,0.8,1,5,12,1362,1853,18,11,41,3242,0.2,192,0,1,0,1,0,1,3
502,20,0.8,6,7,8,281,1159,5,4,52,2666,1.0,82,0,0,1,0,0,1,2
1641,17,1.1,8,6,7,224,1994,13,6,48,1695,0.7,97,0,0,0,1,0,1,2
623,18,1.4,3,0,1,778,844,14,4,15,3510,0.2,189,1,0,0,1,1,1,2
962,20,1.1,8,3,20,546,1424,14,3,17,3438,0.1,161,1,1,0,0,0,0,3
1057,2,2.7,4,3,10,397,891,16,9,41,2033,0.1,97,0,1,1,0,1,1,1
1862,9,1.5,1,1,2,386,1046,11,3,62,1017,1.0,182,0,0,0,0,0,1,1
555,8,3.0,2,5,10,214,1970,8,1,38,1686,0.8,193,1,1,0,1,1,1,1
1000,20,2.7,5,1,12,461,833,7,0,58,862,1.0,135,0,0,0,0,1,1,0
841,11,0.5,5,6,14,125,675,6,5,11,957,0.3,81,0,0,1,0,1,1,0
865,14,2.9,4,5,12,335,1009,13,3,16,3494,0.1,89,0,0,0,1,0,0,3
999,11,2.6,4,11,13,342,1641,8,4,56,3083,1.0,165,1,0,1,1,1,1,2
1232,15,1.2,6,12,14,625,761,8,4,30,1656,0.9,131,0,0,1,1,0,1,1
1194,19,2.3,2,6,12,494,509,15,1,34,313,0.2,165,0,0,1,0,1,1,0
612,18,0.5,8,1,6,1145,1487,16,2,20,3282,0.8,179,1,1,1,1,1,1,3
1362,5,2.9,6,0,4,600,1042,19,17,47,3629,0.5,186,0,1,1,1,0,0,3
1469,5,1.7,2,11,14,484,711,15,5,44,1687,0.5,169,1,0,1,1,1,1,1
986,18,0.8,4,13,20,199,679,8,7,28,1149,0.8,182,0,1,1,0,1,1,0
1843,6,2.8,3,1,7,21,832,5,4,62,3899,0.8,104,0,0,0,1,1,1,3
1561,10,0.5,2,10,13,885,1811,13,12,4,1783,0.5,134,1,0,1,0,1,1,2
1695,11,0.5,5,2,13,308,1208,8,6,47,1629,0.5,189,1,1,1,0,1,1,1
667,8,2.6,1,3,7,1015,1947,11,8,8,2528,0.8,185,1,0,1,0,0,0,2
1768,5,2.0,7,0,2,1303,1814,9,6,2,3256,0.8,88,0,1,1,0,1,1,3
1269,16,2.8,8,16,17,406,1036,10,9,41,2341,1.0,180,1,1,0,1,0,0,2
1109,16,2.8,1,6,12,124,833,15,10,57,2785,0.9,151,1,1,0,0,0,1,2
936,12,0.5,3,14,17,150,1677,13,1,14,3761,0.1,164,1,0,0,0,1,1,3
1713,2,2.0,6,9,16,108,1963,15,6,5,1513,0.7,199,0,1,0,1,1,1,1
1175,5,1.7,2,1,7,90,557,10,6,45,2240,0.6,167,1,1,1,0,1,1,1
1940,3,1.0,4,0,1,588,1809,19,18,5,820,0.2,194,1,1,1,1,1,1,1
855,8,0.5,2,2,3,1028,1196,16,8,59,1875,0.5,159,0,1,1,1,1,1,1
771,10,0.5,3,0,17,776,1247,16,2,33,920,0.1,157,1,1,1,1,1,1,0
645,13,2.5,4,10,14,278,584,18,8,63,3615,1.0,174,0,0,0,1,1,1,2
1307,5,1.8,7,2,3,897,1103,16,9,7,1412,0.6,88,0,0,0,1,0,0,1
1948,10,2.9,1,4,13,651,700,6,1,5,361,0.2,136,1,0,1,0,0,0,0
1509,3,0.6,4,5,8,1010,1684,12,8,50,1540,0.3,81,1,0,1,0,0,1,1
626,4,2.8,2,3,9,737,1759,6,1,11,1077,0.8,109,1,1,0,1,1,1,0
1190,9,2.0,5,0,1,1399,1646,13,7,40,3610,0.2,93,1,0,0,1,0,0,3
1727,6,2.1,6,10,18,376,1288,5,2,57,512,0.3,158,1,1,0,0,0,0,0
1670,20,3.0,8,14,20,1117,1330,6,0,62,3024,0.5,114,0,1,0,1,0,0,3
1150,16,0.5,1,4,17,234,1947,11,0,27,1610,1.0,134,1,1,0,0,1,1,1
1208,12,2.9,1,5,19,691,1028,17,16,16,2201,1.0,175,0,0,0,0,1,1,1
1812,11,1.3,7,4,15,380,1550,18,13,42,3338,1.0,162,1,1,1,1,1,1,3
770,4,1.5,4,6,9,603,1483,7,3,61,3473,0.2,196,1,1,0,1,0,0,3
1559,15,1.3,8,10,17,117,681,7,5,10,2203,0.3,114,1,1,1,1,1,1,1
1902,15,0.5,4,10,11,766,877,14,10,13,940,0.2,155,0,0,1,0,0,1,1
1751,12,2.5,8,1,9,1499,1952,19,14,4,1155,0.6,146,0,0,1,1,0,0,1
1416,7,1.8,4,0,0,1175,1578,10,2,20,3872,0.1,93,1,1,0,1,0,0,3
1288,10,0.5,6,3,6,988,1503,16,6,61,1882,0.2,115,1,0,0,1,1,1,2
1003,10,2.9,8,16,19,190,1905,16,7,16,1798,0.6,119,0,1,0,0,1,1,1
1715,3,0.5,6,1,3,674,1375,17,2,18,2598,0.1,96,1,1,0,0,1,1,3
1967,7,0.5,1,0,7,518,1374,15,2,46,1567,0.6,199,0,0,1,0,1,1,1
962,14,1.0,1,14,20,1618,1916,16,2,2,1491,0.9,125,1,0,0,0,0,1,1
1487,3,1.5,2,5,7,857,989,12,4,42,2003,0.8,120,0,0,0,0,1,1,2
1569,4,1.6,4,4,6,371,665,6,2,54,3905,0.9,190,1,1,0,0,1,1,3
1146,11,3.0,5,5,10,73,583,19,9,57,291,0.4,111,0,0,1,1,1,1,0
1379,18,1.5,8,6,13,98,755,11,4,9,1693,0.8,118,0,1,0,1,1,1,1
1504,13,1.9,4,7,9,395,1853,13,11,25,1788,0.3,152,1,0,0,1,1,1,1
1945,20,1.2,6,3,5,1064,1540,18,7,26,3322,0.7,112,0,0,0,1,0,0,3
1630,20,2.8,6,0,1,712,1726,12,10,32,1751,0.9,80,1,1,0,1,1,1,2
1125,12,2.7,1,10,14,774,939,14,8,23,1641,0.4,117,0,1,1,0,0,1,1
614,12,0.7,7,4,7,1012,1040,10,7,51,2854,0.1,178,0,1,0,1,1,1,2
854,2,1.0,4,5,9,730,1148,7,0,17,3115,0.9,101,0,0,0,0,1,1,2
1470,14,1.7,1,6,9,777,1090,10,1,45,3259,0.1,121,1,1,0,1,0,1,3
1826,17,0.5,8,5,6,973,1633,17,9,49,1612,0.6,172,1,1,1,0,1,1,2
807,4,0.5,4,0,0,245,829,5,4,37,2319,0.2,127,1,1,0,0,0,0,1
1996,16,2.8,5,0,4,937,1083,17,14,7,1258,0.1,138,1,1,0,0,1,1,1
1083,10,2.0,5,3,5,937,1164,18,3,41,1543,0.7,158,0,1,0,1,0,0,1
1035,19,0.5,2,14,15,574,1171,12,4,49,3991,0.3,178,1,0,0,0,1,1,3
1521,19,1.6,1,5,9,678,1630,5,2,62,3555,0.3,143,0,1,0,0,1,1,3
1314,18,2.8,4,13,18,82,512,17,16,5,3411,1.0,87,1,1,0,0,1,1,3
535,4,1.9,8,5,19,398,1775,9,3,24,524,0.2,190,0,0,0,0,0,0,0
673,4,1.9,6,13,14,1096,1570,18,17,35,3541,0.4,142,0,1,0,1,1,1,3
1219,4,1.6,6,5,7,1419,1698,9,2,4,1998,0.3,169,1,0,0,0,0,0,2
1606,2,0.5,5,0,0,157,770,11,1,33,3437,0.9,200,1,1,0,0,1,1,3
1603,11,0.5,2,1,8,430,1207,17,3,17,1637,0.5,114,1,1,0,1,1,1,1
1958,3,0.5,1,6,14,1524,1848,7,6,52,3064,0.4,153,0,0,0,0,1,1,3
695,7,0.5,2,18,19,1649,1829,16,13,12,2855,0.6,196,0,0,1,1,1,1,2
1441,4,0.6,1,0,12,254,954,9,4,53,1393,0.5,106,1,0,1,1,1,1,1
1470,4,2.2,7,4,10,1790,1988,18,4,33,1633,0.4,138,1,0,0,0,1,1,2
1890,15,1.1,4,4,5,1438,1832,10,4,48,2392,0.5,127,0,0,0,1,1,1,3
1152,8,2.1,2,0,0,1304,1673,15,2,26,3284,0.3,82,1,1,0,1,1,1,3
1619,16,0.9,6,3,9,813,1180,7,5,20,464,0.9,117,0,1,0,1,0,1,0
1002,18,1.8,7,1,7,948,1007,19,13,45,1234,0.7,180,0,1,1,0,0,1,0
742,6,0.5,3,0,1,1161,1288,8,0,36,292,0.7,139,0,1,1,1,1,1,0
1306,16,2.1,3,2,9,867,1258,6,5,33,2521,0.4,174,1,1,0,0,1,1,2
1424,19,2.9,5,0,0,181,1199,15,0,20,2658,0.6,180,1,1,0,0,0,1,2
942,13,1.4,4,8,9,754,1532,6,3,27,587,0.5,91,1,0,1,1,0,0,0
1934,9,2.7,4,8,16,242,1127,18,1,2,2190,0.1,118,0,1,0,1,1,1,2
1290,8,1.4,4,19,20,405,742,16,2,35,879,0.3,110,1,1,0,0,1,1,0
930,9,2.1,1,0,13,1569,1763,7,1,54,1743,0.9,80,1,0,1,0,0,0,2
1699,18,0.5,4,16,20,105,1099,16,0,21,1181,0.1,156,0,1,1,0,0,1,1
1849,15,0.5,7,1,12,978,1986,14,4,29,3330,0.5,181,0,1,0,1,0,1,3
1922,17,0.5,8,15,16,725,1882,12,1,42,3564,0.6,153,0,0,0,0,1,1,3
548,8,1.0,4,0,14,657,1657,17,14,56,562,0.4,146,1,0,1,1,1,1,0
916,11,0.5,4,0,1,1147,1393,11,10,47,1659,0.2,82,0,1,1,0,1,1,1
1783,7,0.5,8,8,11,910,1566,12,7,14,1816,0.6,183,0,1,0,1,0,0,2
1083,5,1.4,5,2,9,295,503,16,8,49,1338,0.8,156,1,1,1,1,1,1,0
1698,17,2.8,8,10,12,26,508,15,3,7,2992,0.8,131,0,0,1,0,1,1,2
1969,7,0.8,8,5,20,332,764,16,7,7,315,0.2,85,1,0,1,0,1,1,0
869,12,1.9,7,0,3,519,533,19,0,2,3249,0.6,197,0,0,0,1,0,0,2
1337,20,2.7,4,0,1,161,1029,10,1,5,3242,0.7,200,1,1,1,0,0,0,2
637,7,0.8,4,2,6,1080,1289,15,10,28,2725,0.6,194,1,1,0,0,0,0,2
833,19,0.6,4,0,2,649,1290,19,8,27,586,0.3,145,1,1,0,1,1,1,0
1248,13,2.4,3,6,8,71,1686,9,8,9,2454,0.4,89,0,0,1,0,1,1,2
1174,16,0.9,4,7,20,744,1244,17,14,30,804,1.0,147,0,1,1,1,0,0,0
